Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Type of request,Correction Field,Correction Type,Missing/Error,CAR Supplier
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Modified Iterative Decoding Algorithm for Polar Code Using Maximum Likelihood Estimation,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Wireless Soil Monitoring Sensor for Sprinkler Irrigation Automation System,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,A Hybrid Feature Selection Method for Improved Detection of Wired/Wireless Network Intrusions,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,A Miniaturized Folded Antenna Array for MIMO Applications,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Inter-Relay Interference Cancellation Using MIMO Detection,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Transceiver Designs for Interference Alignment Based Cognitive Radio Networks with Energy Harvesting,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,A Comparison of MVDR and LCMV Beamformers’ Floating Point Implementations on FPGAs,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Effect of Interaction Based on Augmented Context in Immersive Virtual Reality Environment,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Performance Analysis of Tags Collection Time on A New Architecture of 2.4 GHz Embedded Active RFID System for Indoor and Outdoor Tracking and Monitoring Applications Based on IEEE 802.15.4 Standard,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Efficient Group Key Management for Non-reliable Link Networks,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Random Graph Coloring-Based Resource Allocation for Achieving User Level Fairness in Femtocellular LTE-A Networks,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,"Cross Layer 1, 2 and 5 Resource Allocation in Uplink Turbo-coded HARQ Based OFDMA Video Transmission Systems",MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Secure Audio Cryptosystem Using Hashed Image LSB watermarking and Encryption,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,A Novel Anomaly Detection Algorithm Using DBSCAN and SVM in Wireless Sensor Networks,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,"Recent Advances in Attacks, Technical Challenges, Vulnerabilities and Their Countermeasures in Wireless Sensor Networks",MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Introducing Multiband and Wideband Microstrip Patch Antennas Using Fractal Geometries: Development in Last Decade,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Variance Analysis of the New Method of Applying Multiuser Detection in a GPS Receiver in High Dynamic Conditions,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Joint Estimation of Carrier and Sampling Frequency Offsets Using OFDM WLAN Preamble,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Design and Analysis of Reconfigurable Microstrip Antenna for Cognitive Radio Applications,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Adaptive Double-Dwell Code Acquisition Scheme of PN Sequences Using Smart-Antenna and Automatic Censoring Techniques,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Cross-Layer Approach Based Energy Minimization for Wireless Sensor Networks,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,An SVD Based Location Specific Robust Color Image Watermarking Scheme Using RDWT and Arnold Scrambling,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Design of Degree Distributions for Finite Length LT Codes,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,A Novel Random Transition Based PSO Algorithm to Maximize the Lifetime of Wireless Sensor Networks,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,MIMO-OFDM Energy Efficient Cognitive System with Intelligent Anti-jam Capability,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Evaluations and Optimizations of CSMA-Based Protocols Considering Energy-Efficient Wireless Personal Area Networks,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,A Comparative Study of Interference and Mitigation Techniques in Wireless Body Area Networks,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Aspects of Trusted Routing Communication in Smart Networks,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,An Optimized LTE Hand over Model on Quality and Margin with Key Performance Indicator,MC,Single Article missing,Missing content,-,SPI
Week-4,180121-002383,21-Jan-18,Journal,77601199,Wireless Personal Communications,J,E-Flow Springer,-,2018,98,2,Article,Analytical Analysis of Improved Directional Location Added Routing Protocol for VANETS,MC,Single Article missing,Missing content,-,SPI
Week-4,180122-007273,22-Jan-18,Journal,79608899,Energies,J,MDPI AG,-,2017,10,12,Article,National Options for a Sustainable Nuclear Energy System: MCDM Evaluation Using an Improved IntegratedWeighting Approach,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-018748,22-Jan-18,Journal,76866999,Scandinavian Journal of Psychology,J,E-flow Wiley Blackwell,-,2018,59,1,Issue,-,MC,Whole issue missing,Missing content,-,SPI
Week-4,180122-018653,22-Jan-18,Journal,79056799,International Journal of Agile Systems and Management,J,E-flow Inderscience,-,2017,10,3-4,Article,Flexible manufacturability analysis applied to the welding process to increase sustainability in engineer to order businesses,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-018653,22-Jan-18,Journal,79056799,International Journal of Agile Systems and Management,J,E-flow Inderscience,-,2017,10,3-4,Article,Enterprise modelling of isolated support system,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-018653,22-Jan-18,Journal,79056799,International Journal of Agile Systems and Management,J,E-flow Inderscience,-,2017,10,3-4,Article,Automatic extraction of vertices coordinates for CNC code generation for dental wire bending,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Novel Dynamic State-Deflection Method for Gate-Level Design Obfuscation,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,A Single Layer 3-D Touch Sensing System for Mobile Devices Application,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Symmetry-Eliminating Design Space Exploration for Hybrid Application Mapping on Many-Core Architectures,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,A Mapping Methodology of Boolean Logic Circuits on Memristor Crossbar,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,A Genetic Algorithm-Based Heuristic Method for Test Set Generation in Reversible Circuits,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Modeling and Analysis of Magnetic Field Induced Coupling on Embedded STT-MRAM Arrays,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Parallelizing Hardware Tasks on Multicontext FPGA With Efficient Placement and Scheduling Algorithms,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,xMAS-Based QoS Analysis Methodology,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Analog Models Manipulation for Effective Integration in Smart System Virtual Platforms,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Design-Phase Buffer Allocation for Post-Silicon Clock Binning by Iterative Learning,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Global Routing With Timing Constraints,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,A Template-Based Design Methodology for Graph-Parallel Hardware Accelerators,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Memory Partitioning for Parallel Multipattern Data Access in Multiple Data Arrays,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Replacement Policy Adaptable Miss Curve Estimation for Efficient Cache Partitioning,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,TEI-NoC: Optimizing Ultralow Power NoCs Exploiting the Temperature Effect Inversion,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Improving the SSD Performance by Exploiting Request Characteristics and Internal Parallelism,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Structural Variance-Based Error-Tolerability Test Method for Image Processing Applications,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,Online Soft-Error Vulnerability Estimation for Memory Arrays and Logic Cores,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-013427,22-Jan-18,Journal,77387099,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,J,E-flow IEEE,-,2018,37,2,Article,A Library for Combinational Circuit Verification Using the HOL Theorem Prover,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-012464,22-Jan-18,Journal,76963499,Ecology,J,E-flow Wiley Blackwell,-,2017,98,10,Article,Masting in wind-pollinated trees: system-specific roles of weather and pollination dynamics in driving seed production,MC,Single Article missing,Missing content,-,SPI
Week-4,180120-002665,20-Jan-18,Journal,79608899,Energies,J,MDPI AG,-,2017,10,10,Article,Energy and Microclimate Simulation in a Heritage Building: Further Studies on the Malatestiana Library,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180120-002786,20-Jan-18,Journal,78444699,International Journal of Mathematical Education in Science and Technology,J,E-flow Taylor and Francis,-,1999,30,3,Issue,-,MC,Whole issue missing,Missing content,-,SPI
Week-4,180123-006733,23-Jan-18,Journal,78722399,Turkish Journal of Biology,J,Scientific and Technical Research Council of Turkey,-,2016,40,2,Article,Evaluation of biocompatibility of random or aligned electrospun polyhydroxybutyrate scaffolds combined with human mesenchymal stem cells,MC,Single Article missing,Missing content,-,SPI
Week-4,180123-007303,23-Jan-18,Journal,316218799,International Journal of Safety and Security Engineering,J,E-flow WITPress,-,2018,8,1,Article,A COMPARISON BETWEEN METHODS FOR ASSESSMENT OF WHOLE-BODY VIBRATION EXPOSURE: A CASE STUDY IN A LIMESTONE QUARRY,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-006154,23-Jan-18,Journal,263722799,Gastroenterology and Hepatology from Bed to Bench,J,Research Institute for Gastroenterology and Liver Diseases,-,2017,10,-,Issue,-,MC,Whole issue missing,Missing content,-,Thomson Digital
Week-4,180122-018572,22-Jan-18,Journal,79056799,International Journal of Agile Systems and Management,J,E-flow Inderscience,-,2017,10,3,Article,A human factors assessment model for sustainable manufacturing,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-006181,22-Jan-18,Journal,79153699,International Journal of Applied Business and Economic Research,J,Serials Publications,-,2017,15,22,Article,"The Role of Local Self-Government Authorities in Implementing the National Policy of the Information Society Development in Ukraine: Conceptual, Organisational and Legal Aspects",MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-002262,23-Jan-18,Journal,79113899,PLoS ONE,J,Web Portal Public Library of Science,-,2017,12,8,Article,Characterization of neurons in the primate medial intraparietal area reveals a joint representation of intended reach direction and amplitude,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-002262,23-Jan-18,Journal,79934999,Frontiers in Human Neuroscience,J,Frontiers Research Foundation,-,2017,11,-,Article,Cerebello-Cortical Differences in Effective Connectivity of the Dominant and Non-dominant Hand during a Visuomotor Paradigm of Grip Force Control,MC,Single Article missing,Missing content,-,SPI
Week-4,180122-018516,22-Jan-18,Journal,79056799,International Journal of Agile Systems and Management,J,E-flow Inderscience,-,2017,10,3,Article,An approach for agile planning of disassembly and recycling of complex products,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180121-002724,21-Jan-18,Journal,322385499,Far East Journal of Electronics and Communications,J,Pushpa Publishing House,-,2017,17,6,Article,INDOOR MICROCLIMATE COMFORT LEVEL CONTROL IN RESIDENTIAL BUILDINGS,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-017328,22-Jan-18,Journal,78919199,Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis,J,Mendel University of Agriculture and Forestry Brno,-,2017,65,5,Article,COMPARATIVE ANALYSIS OF DEBT FINANCING MODELS IN CZECH AND UKRAINIAN AGRICULTURE,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Designing an Instructional Model of Youtube-Based Materials of Listening Comprehension at Umpar Indonesia,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Demystifying Teacher Cognition-Action Divide: Unfolding Teacher Cognition through shared Intentionality in a Grammar Microteaching Session,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Improving Writing Skills by Using Authentic Materials in Indonesian Vocational School,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Lexical Bundles and Keywords in Psychology Research Articles,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Teachers’ Assessment on Students’ Speaking Ability in Vocational School,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Enhancing the Students Speaking Interest through News Reporting Technique,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Investigating Foreign Language Learning: Examining Anxiety associated with English Language acquisition in the Asian ESL context,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,"An Analysis on the Integrated English Teaching and the Islamic Students’ Reflection on their Engagement in Learning English at Irsyaadul Ibaad Islamic Boarding School Pasir Sakti, East Lampung, Lampung, Indonesia",MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Applied Error Analysis of Comparative Degree Sentence Construction of Students in STIM Sukma Medan,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Zooming in Gate-Keeping: Ameliorating Writing,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Demotivational Teaching Practices in EFL classroom: Perceptions of English among Indonesian Learners,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,The Effect of Asset Based Thinking (ABT) Method on the Students’ Speaking Ability in Communicative Language Teaching (CLT) Classroom: A Study of Biology Students at STKIP Bima,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Using Marlins English For Seafarers To Improve Listening Comprehension,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,The Effect of Corrective Feedback on Grammatical Accuracy in a Thai University Context,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-004715,22-Jan-18,Journal,290219699,Asian EFL Journal,J,Asian E F L Journal Press,-,2016,5,-,Article,Alienation in the Process of Teaching and Learning English in Indonesia,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-003088,23-Jan-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2017,117,-,Article,Analyzing the Efficiency of Heart Diseases Prediction in Diabetic Patients Using Data Mining Techniques,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-003574,23-Jan-18,Journal,645485855,International Review of Civil Engineering,J,Praise Worthy Prize S.r.l,-,2017,8,6,Article,using signal substaction operation to suppress Electro-Acoustic leakage in ultrasonic low frequency Dual element transducers,MC,Single Article missing,Missing content,-,SPI
Week-4,180123-004609,23-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,56,Article,Using Case Method in Organizing Student Academic/Professional Activity as Part of the Educational Process,MC,Single Article missing,Missing content,-,Thomson Digital
Week-4,180123-003340,23-Jan-18,Journal,79165299,Malayan Nature Journal,J,Malaysian Nature Society,-,2013,65,2,Article,Catalogue of the Lejeuneaceae of Malaysia,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-003122,23-Jan-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,-,2017,117,-,Article,Prediction of Type-2 Diabetes Foot Ulcer - A Comparative Study with Classification Algorithm,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-007813,23-Jan-18,Journal,77445899,Journal of Porous Materials,J,E-Flow Springer,-,2018,25,1,Article,The role of carbon nanotubes and cobalt in the synthesis of pellets of titanium silicates,MC,Single Article missing,Missing content,-,SPI
Week-4,180123-006587,23-Jan-18,Journal,79608899,Energies,J,MDPI AG,-,2017,10,8,Article,A New Combined Boost Converter with Improved Voltage Gain as a Battery-Powered Front-End Interface for Automotive Audio Amplifiers,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-006640,23-Jan-18,Journal,76454999,Journal of Labelled Compounds and Radiopharmaceuticals,J,E-flow Wiley Blackwell,-,2001,44,-,Article,CYCLOTRON PRODUCTION OF N.C.A. COPPER44 FRORI DEUTERON IRRADIATION ON ZINC TARGET,MC,Single Article missing,Missing content,-,SPI
Week-4,180122-000307,22-Jan-18,Journal,78047299,Integrative and Comparative Biology,J,E-flow Oxford University Press,-,2017,57,5,Issue,-,MC,Whole issue missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-012244,22-Jan-18,Journal,79216999,Statistical Analysis and Data Mining,J,E-flow Wiley Blackwell,-,2009,1,6,Issue,-,MC,Whole issue missing,Missing content,-,Spi
Week-4,180123-007174,23-Jan-18,Journal,78832699,Journal of Inorganic and Organometallic Polymers and Materials,J,E-Flow Springer,-,2018,28,1,Issue,-,MC,Whole issue missing,Missing content,-,Spi
Week-4,180123-005755,23-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,49,Issue,-,MC,Whole issue missing,Missing content,-,Thomson Digital
Week-4,180123-006039,23-Jan-18,Journal,342666999,Annals of Occupational and Environmental Medicine,J,E-flow BioMed Central,-,2015,27,1,Article,Minnesota multiphasic personality inventory as related factor for post traumatic stress disorder symptoms according to job stress level in experienced  irefighters: 5–year study,MC,Single Article missing,Missing content,-,Thomson Digital
Week-4,180123-006198,23-Jan-18,Journal,79292499,International Journal of Economic Perspectives,J,E-flow PDF International Economic Society,-,2017,11,3,Article,Strategy of Import Substitution at Russian Food Market,MC,Single Article missing,Missing content,-,Spi
Week-4,180123-006126,23-Jan-18,Journal,342666999,Annals of Occupational and Environmental Medicine,J,E-flow BioMed Central,-,2017,27,1,Article,Decline in non-smoking workers’ urine cotinine levels after increased smoking regulation in Korea,MC,Single Article missing,Missing content,-,Thomson Digital
Week-4,180121-002873,21-Jan-18,Journal,77036799,"Ecology, Environment and Conservation",J,EM International,-,2017,23,3,Article,"Interrelation between climatic changes and content of heavy metals in Chernozem soils of Saratov oblast, Russia",MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180121-002983,21-Jan-18,Journal,77036799,"Ecology, Environment and Conservation",J,EM International,-,2017,23,3,Article,Ecological condition of Yakutia landscapes and the role of protected areas in conservation of landscape diversity,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180121-003073,21-Jan-18,Journal,77036799,"Ecology, Environment and Conservation",J,EM International,-,2017,23,3,Article,Strategy and tactics of fire rescue brigades during forest fire suppression,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-009228,22-Jan-18,Journal,661889525,Paladyn,J,E-flow Walter de Gruyter,-,2017,8,1,Article,Coordination mechanism for integrated design of Human-Robot Interaction scenarios,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-009228,22-Jan-18,Journal,661889525,Paladyn,J,E-flow Walter de Gruyter,-,2017,8,1,Article,Artificial learners adopting normative conventions from human teachers,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-009228,22-Jan-18,Journal,661889525,Paladyn,J,E-flow Walter de Gruyter,-,2017,8,1,Article,"A Review of the Relationship between Novelty, Intrinsic Motivation and Reinforcement Learning",MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-009228,22-Jan-18,Journal,661889525,Paladyn,J,E-flow Walter de Gruyter,-,2017,8,1,Article,Reasoning with BDI Robots: From simulation to physical environment – Implementations and Limitations,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180122-009228,22-Jan-18,Journal,661889525,Paladyn,J,E-flow Walter de Gruyter,-,2017,8,1,Article,How to Build a Supervised Autonomous System for Robot-Enhanced Therapy for Children with Autism Spectrum Disorder,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-006437,23-Jan-18,Journal,78809999,Physical Review D,J,Web Portal American Physical Society,-,2017,96,11,Article,Search for dark matter in association with a Higgs boson decaying to two photons at  s=13 TeV with the ATLAS detector,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-006437,23-Jan-18,Journal,78809999,Physical Review D,J,Web Portal American Physical Society,-,2017,96,11,Article,"Search for squarks and gluinos in events with an isolated lepton, jets, and missing transverse momentum at s p =13 TeV with the ATLAS detector",MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-4,180123-006115,23-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,-,2017,38,49,Article,The influence of virtual information spaces on tourism development,MC,Single Article missing,Missing content,-,Thomson Digital
